,bedType,bed,roomType,view,tuan,master_room_type,,,,room_name,stt
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Premier With Balcony,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Skyline Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Swiss Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double Or Twin Two Bedroom Premier Capacity 2,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Pearl Premier,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier,2
pool ,double ,Other,premier ,Other,premier ,Other,,,,Double Premier Balcony,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier Essential,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier Garden,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier Jacuzzi Indoor,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier Jacuzzi Outdoor,2
Standart,double ,Other,premier ,Lake ,premier ,Other,,,,Double Premier Lake View,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier Loft,2
Standart,double ,Other,premier ,Bay,premier ,Other,,,,Double Premier Marina Bay View,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier One Bedroom,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier Park,2
Standart,double ,Other,premier ,Sea,premier ,Other,,,,Double Premier Sea View,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Premier-Loft,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Room - Grand - Premier,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Room - Premier - Garden,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Room - Premier - Loft,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Room - Premier - Sea View,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Room - Premier - Special,2
Standart,double ,Other,premier ,city ,premier ,Other,,,,Double Room King Bed - Premier - City View,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Room King Bed - Premier - Pool View,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Double Room Queen Bed - Premier,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Double/Twin Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Fairmont Premier Room,2
Standart,single ,Other,premier ,city ,premier ,Other,,,,"Fairmont Premier Rooms, 1 King Or 2 Single Beds, City View",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Grand Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Grand Premier Room,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Grand Premier Room Twin,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Grand Premier Room With One King Bed,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Grand Premier Room, Non Smoking (King Bed)",2
pool ,Other,Other,premier ,Other,premier ,Other,,,,Loft Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Loft Room - Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Merdeka Premier Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,One Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,One Bedroom Premier Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,One Bedroom Premier.,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier – Includes Breakfast And Internet,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Premier (King/Twin),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier (North Tower),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier (Previously Mandarin Premier),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier @ Claymore,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier + Breakfast,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Balcony,2
Standart,Other,Other,premier ,city ,premier ,Other,,,,Premier City View Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Connect Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Connecting Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Corner,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Premier Double Bed With Private Jacuzzi,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Premier Double Or Twin,2
Standart,double twin ,Other,premier ,Other,premier ,Other,,,,Premier Double Or Twin Room,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Premier Double Room,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Premier Double Room (With View),2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Premier Double Room With Balcony,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Premier Double Room With Western Breakfast,2
Standart,double ,Other,premier ,city ,premier ,Other,,,,"Premier Double Room, Balcony, City View",2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Premier Double With Breakfast,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Essential,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Garden View,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Harbour View Room,2
Standart,single ,Other,premier ,Other,premier ,Other,,,,"Premier Harbour View Room, 1 King Bed Or 2 Single Beds (Newly Renovated)",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier King,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier King (Non-Smoking),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier King Bed,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier King Bedroom,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier King Garden View,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier King Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier King Sky View,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Loft,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Loft, 1 Queen Bed",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Marina Bay View,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Pool Access,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Pool Side (Roundtrip / Transfer),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Pool View (Roundtrip / Transfer),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Queen,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Queen Room - Non-Smoking,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier River Front,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Room (1 Bed),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Room (Newly Renovated),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Room (Skyline),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Room Balcony Access,2
pool ,Other,Other,premier ,city ,premier ,Other,,,,Premier Room Higher City View,2
pool ,Other,Other,premier ,Other,premier ,Other,,,,Premier Room King,2
pool ,Other,Other,premier ,Other,premier ,Other,,,,Premier Room King Bed,2
Standart,Other,Other,premier ,Lake ,premier ,Other,,,,"Premier Room Lake View, 1 King Bed",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Room Only,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Premier Room Twin Bed,2
Standart,double ,Other,premier ,Other,premier ,Other,,,,Premier Room Two Double Beds,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 Bedroom",2
Standart,double ,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 Double Bed",2
Standart,double ,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 Double Bed, Non Smoking",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 King Bed",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 King Bed (Garden)",2
Standart,single ,Other,premier ,city ,premier ,Other,,,,"Premier Room, 1 King Bed Or 2 Single Beds, City View (Newly Renovated)",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 King Bed, Corner",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 King Bed, Non Smoking",2
Standart,Other,Other,premier ,city ,premier ,Other,,,,"Premier Room, 1 King Bed, Non Smoking, City View",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 King Bed, Pool View",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 King Bed, Smoking",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 King Bed, View",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 Queen Bed",2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,"Premier Room, 1 Twin Bed (Garden)",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 2 Bedrooms",2
Standart,double ,Other,premier ,Other,premier ,Other,,,,"Premier Room, 2 Double Beds",2
Standart,double ,Other,premier ,Other,premier ,Other,,,,"Premier Room, 2 Double Beds, Smoking",2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,"Premier Room, 2 Twin Beds, Non Smoking",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, 3 Bedrooms",2
pool ,Other,Other,premier ,city ,premier ,Other,,,,"Premier Room, City View",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, No Windows (Queen)",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Premier Room, Pool Access",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Sea Vew,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Sea View,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Standard Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Tower Seaview,2
Standart,triple ,Other,premier ,Other,premier ,Other,,,,Premier Triple,2
Standart,triple ,Other,premier ,Other,premier ,Other,,,,Premier Triple Room,2
Standart,triple ,Other,premier ,Other,premier ,Other,,,,Premier Triple Room - Non Smoking,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Premier Twin Bed,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Premier Twin Bedroom,2
pool ,twin ,Other,premier ,Garden,premier ,Other,,,,Premier Twin Garden View,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Premier Twin Room,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Premier Twin Room - Breakfast,2
Standart,twin twin ,Other,premier ,Other,premier ,Other,,,,"Premier Twin Room, 2 Twin Beds, Non Smoking",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Water Chalet,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier With Breakfast,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier-Deck With Breakfast,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier-Marina Bay View (Fit),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Room (Vista Premier),2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Saffron Premier King Or Twin Room,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Swiss Premier Room (Formerly New Premier Room),2
Standart,Other,Other,premier ,Other,premier ,Other,,,,"Swiss, Premier Room",2
Standart,Other,Other,premier ,city ,premier ,Other,,,,"Swiss, Premier Room, City View",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Three Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Tower Wing Horizon Grand Premier,2
Standart,triple ,Other,premier ,Other,premier ,Other,,,,Triple Premier,2
Standart,triple ,Other,premier ,Other,premier ,Other,,,,Triple Premier Loft,2
Standart,triple ,Other,premier ,Other,premier ,Other,,,,Triple Room - Premier,2
Standart,triple ,Other,premier ,Other,premier ,Other,,,,Triple Room - Premier - Loft,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Twin Premier Essential,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Twin Premier Marina Bay View,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Twin Room - Premier - Loft,2
Standart,twin ,Other,premier ,Other,premier ,Other,,,,Twin Room - Premier - Special,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Grand - Premier,2
horizon ,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - Balcony,2
Standart,twin double ,Other,premier ,city ,premier ,Other,,,,Twin/Double Room - Premier - City View,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - Garden View,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - Harbour View,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - High Floor,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - Loft,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - Marina View,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - Sea View,2
Standart,twin double ,Other,premier ,Other,premier ,Other,,,,Twin/Double Room - Premier - Sky,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Two Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Urban Premier,2
Standart,single ,Other,premier ,Other,premier ,Other,,,,"Urban Premier, 2 Single Beds",2
Standart,Other,Other,premier ,Other,premier ,Other,,,,(Premier Floor) 1 Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,(Premier Floor) 2 Bedroom Premier,2
Standart,Other,Other,premier ,Other,premier ,Other,,,,Premier Floor 1-Bedroom Premier Suite,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,(Premier Floor) 1 Bedroom Deluxe,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,(Premier Floor) 2 Bedroom Deluxe,2
Standart,double twin ,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Double Or Twin Premier Deluxe,2
Standart,double ,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Double Room - Premier - Deluxe,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe - Canvas,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe - Canvas 1 King Bed ,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe King Room,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe Room,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe Suite,2
Standart,twin ,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe Twin Room,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Deluxe.,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Floor 1-Bedroom Deluxe Suite,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Floor 2-Bedroom Deluxe Suite,2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Room (Deluxe),2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Room (Formerly Deluxe Room),2
Standart,Other,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Room (Premier Deluxe),2
Standart,Other,Other,premier deluxe ,city ,premier deluxe ,Other,,,,"Premier Room, City View (Deluxe)",2
Standart,triple triple ,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Premier Triple Room (Premier Deluxe Triple),2
Standart,twin ,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Twin Room - Premier - Deluxe,2
Standart,twin double ,Other,premier deluxe ,Other,premier deluxe ,Other,,,,Twin/Double Room - Premier - Deluxe - River View,2
Standart,Other,Other,premier deluxe suite ,Other,Premier Deluxe Suite,Other,,,,Premier Deluxe Suite,1
Standart,triple ,Other,premier executive ,Other,Premier Executive,Other,,,,Triple Room - Executive - Premier,1
Standart,Other,king ,premier executive ,Other,Premier Executive,Other,,,,Premier Executive 1 King Bed,1
Standart,double ,Other,premier executive ,Other,premier executive ,Other,,,,Double Excutive Premier,2
Standart,double ,Other,premier executive ,Other,premier executive ,Other,,,,Double Premier Executive,2
Standart,double ,Other,premier executive ,Other,premier executive ,Other,,,,Double Room King Bed - Premier - Executive,2
Standart,Other,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive,2
Standart,Other,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive Floor King Room,2
Standart,twin ,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive Floor Twin Room,2
Standart,Other,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive King Room,2
Standart,Other,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive Room,2
Standart,Other,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive Suite,2
Standart,Other,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive Suites,2
Standart,twin ,Other,premier executive ,Other,premier executive ,Other,,,,Premier Executive Twin Room,2
Standart,twin ,Other,premier executive ,Other,premier executive ,Other,,,,Twin Premier Executive,2
Standart,twin ,Other,premier executive ,Other,premier executive ,Other,,,,Twin Room - Premier - Executive,2
Standart,Other,Other,premier ,Other,Premier Family,Other,,,,Family Premier,1
Standart,Other,Other,premier ,Other,Premier Family,Other,,,,Premier Family,1
Standart,Other,Other,premier ,Other,Premier Pool Villa,Other,,,,Villa - Premier - Private Pool,1
Standart,Other,Other,premier quadruple ,Other,premier quadruple ,Other,,,,Premier Quadruple,2
Standart,Other,Other,premier ,Other,Premier Studio,Other,,,,Premier Studio,1
Standart,Other,Other,premier suite ,Other,Premier Studio Suite,Other,,,,Premier Studio Suite,1
Standart,Other,Other,premier suite ,Other,Premier Suite,Other,,,,Premier Suite With Window,1
Standart,Other,Other,premier suite ,Other,Premier Suite,Other,,,,Premier Suite Without Window,1
Standart,Other,king ,premier suite ,Other,Premier Suite,Other,,,,Premier Suite King,1
Standart,Other,Other,premier suite ,Other,premier suite ,Other,,,,(Premier Floor) 3 Bedroom Suite,2
Standart,Other,Other,premier suite ,Other,premier suite ,Other,,,,1 Bedroom Premier Suite,2
Standart,Other,Other,premier suite ,Other,premier suite ,Other,,,,2 Bedroom Premier Suite.,2
