,bedType,bed,roomType,view,master_room_type,,,room_name,stt
family ,Other,Other,Family Deluxe,Other,Family Deluxe,Family,,Family Room Deluxe,2
family ,Other,Other,Family Deluxe,Other,Family Deluxe,Family,,Family Suite - Deluxe,2
family ,Other,Other,Family Deluxe,Other,Family Deluxe,Family,,Super Deluxe Family Room,2
family ,Other,Other,family executive ,Other,family executive ,Family,,Executive Family,2
family ,Other,Other,family executive ,Other,family executive ,Family,,Executive Family Room,2
family ,Other,Other,family executive ,Other,family executive ,Family,,Executive Family Room ( 3 Adults),2
family ,Other,Other,family executive ,Other,family executive ,Family,,Family Room - Executive,2
family ,Other,Other,family premier ,Other,family premier ,Family,,Family Room - Premier,2
family ,Other,Other,family premier ,Other,family premier ,Family,,Family Room Two Bedroom Premier Capacity 4,2
family ,Other,Other,family premier ,Other,family premier ,Family,,Family Room Premier,2
family ,Other,Other,family premier ,Other,family premier ,Family,,Premier Clique Family Room,2
family ,Other,Other,family premier ,Other,family premier ,Family,,Premier Family Room,2
family ,Other,Other,family premier ,Other,family premier ,Family,,Premier Family Room - Non-Smoking,2
family ,Other,Other,family premier ,city ,family premier ,Family,,Premier Family Room With City View,2
family ,Other,Other,family premier ,Other,family premier ,Family,,Premier Family Room Without Window,2
family ,Other,Other,family premium ,Other,family premium ,Family,,Family Room - Premium,2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,Family Quadruple Room Without Window,2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,"Family Quadruple Room, 1 Bedroom",2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,"Family Quadruple Room, 1 Bedroom, Refrigerator",2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,"Family Quadruple Room, 2 Bedrooms",2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,"Family Quadruple Room, 2 Bedrooms, Terrace",2
family ,Other,Other,family quadruple ,city ,family quadruple ,Family,,"Family Quadruple Room, Balcony, City View",2
family shared ,Other,Other,family quadruple ,Other,family quadruple ,Family,,"Family Quadruple Room, Shared Bathroom",2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,Quadruple Family,2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,Quadruple Family Room,2
family ,Other,Other,family quadruple ,Other,family quadruple ,Family,,Quadruple Room - Family Room,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,8 Bed Family Room En-Suit,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,8 Bed Family Room En-Suite (Price Per Room),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family 2-Bedroom Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,2 Bedroom Family Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,2 Room Family Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,3 B/R Family Grand Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,3 Bedroom Family Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,6 Bed Family Room En-Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,6 Bed Family Room En-Suite (Price Per Room),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Delicate Family Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Demeter Family Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family 6 En-Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Corner Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family En-Suite Room With Private Bathroom,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Exective Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Junior Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family One Bed Room Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Quad Suite,2
family family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Room Family Suite,2
family family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Room Family Suite Capacity 2,2
family family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Room Family Suite Lake View,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Room Suite Two Bedroom,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Room Two Bedroom Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Room Two Bedrooms Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite - (4 People),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite - 2-Bedroom,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite - 3 Adults,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite - Balcony,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite (2 Adults + 2 Children),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite (2 Bedroom)/(Connecting Suite),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite (2-Bedroom),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite (2b/R),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite (4 Persons),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite 2 Adults + 1 Child,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite 2 Bedroom,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite 2-Bedroom,2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,Family Suite 2-Bedroom City View,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite 3,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite 3 Bedroom,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite 4 Person,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite Balcony,2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,Family Suite Balcony City View,2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,Family Suite City View,2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,Family Suite City View (4 Adults),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite Hot Deal,2
family ,Other,Other,Family Suite,Lake ,Family Suite,Family,,Family Suite Lake View,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite Room,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite Window,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite With Balcony,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite With Bathtub,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite With Living Room,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite With Living Room.,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite With View,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suite-2br W/O Living Rm,2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,"Family Suite, 1 Bedroom, City View",2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,"Family Suite, 2 Bedrooms",2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,"Family Suite, 2 Bedrooms, City View",2
family ,double ,Other,Family Suite,Other,Family Suite,Family,,"Family Suite, 2 Double Beds",2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,"Family Suite, 2 Queen Beds, No Windows",2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,"Family Suite, Balcony",2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,"Family Suite, City View",2
family ,double single ,Other,Family Suite,Other,Family Suite,Family,,"Family Suite, Double And Single Bed (Street View)",2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,"Family Suite, Private Bathroom, Corner",2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Family Suites ( 2 Bedrooms ),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Grand Family Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Grand Family Suites ( 3 Bedrooms ),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Modern Family Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite - Family,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite 1 Bedroom - Family,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite 2 Bedrooms - Family,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Family,2
family ,Other,Other,Family Suite,city ,Family Suite,Family,,Suite Family Balcony City View,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Family Room,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Family Room (4 Adults),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Family Room Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Family Room-Suite,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Larkhill Terrace Family,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Prestige Family,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Suite Two Bedroom Family,2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Super Family Suite (No Window),2
family ,Other,Other,Family Suite,Other,Family Suite,Family,,Two-Bedroom Family Suite,2
family ,triple ,Other,Family superior ,Other,Family superior ,Family,,Triple Superior Family Room,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Family Room - Superior,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Family Room Superior,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Family Superior,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family (Window),2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family King,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room - Loft,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room - No Window,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room - Non-Smoking,2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room (2 In 1 Room),2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room (4 Persons),2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room (Good For 6 Persons),2
family ,Other,Other,Family superior ,Other,Family superior ,Family,,Superior Family Room (Without Window),2
Standart,Other,Other,Garden,Other,Garden,,,Garden,2
club ,Other,Other,Garden,Other,Garden,,,Garden Club,2
Standart,Other,Other,Garden,Other,Garden,,,Garden Room,2
Standart,Other,Other,Garden,Other,Garden,,,Garden Terrace Room,2
Standart,Other,Other,Garden,city ,Garden,,,Garden Wing Dlx City View,2
pool ,Other,Other,Garden,Other,Garden,,,Garden Wing Dlx Pool View,2
Standart,Other,Other,Garden,Other,Garden,,,Garden Wing Room,2
Standart,Other,Other,Garden deluxe ,Other,Garden deluxe ,,,Garden Deluxe (Garden Wing),2
Standart,double ,Other,Garden deluxe ,city ,Garden deluxe ,,,Garden Wing Deluxe City View Double,2
pool ,double ,Other,Garden deluxe ,Other,Garden deluxe ,,,Garden Wing Deluxe Pool View Double,2
Standart,Other,Other,Garden deluxe ,city ,Garden deluxe ,,,"Garden Wing, Deluxe Room, 1 King Bed, City View",2
Standart,twin ,Other,Garden deluxe ,city ,Garden deluxe ,,,"Garden Wing, Deluxe Room, 2 Twin Beds, City View",2
Standart,Other,Other,Garden suite ,Other,Garden suite ,,,2 B/R Garden Suite,2
Standart,Other,Other,Garden suite ,Other,Garden suite ,,,Garden Suite,2
residence ,Other,Other,Garden suite ,Other,Garden suite ,,,Garden Suite One Bedroom Residence,2
Standart,Other,Other,Garden suite ,Other,Garden suite ,,,Garden Suite With Jacuzzi,2
Standart,Other,Other,Garden suite ,Other,Garden suite ,,,Garden Terrace Suite,2
Standart,Other,Other,Garden suite ,Other,Garden suite ,,,Garden Wing 1-Bedroom Suite,2
Standart,double twin ,Other,Grand,Other,Grand,,,Double Or Twin Grand,2
Standart,double twin ,Other,Grand,Other,Grand,,,Double Or Twin Grand Balcony Room,2
Standart,double twin ,Other,Grand,Other,Grand,,,Double Or Twin Grand Biz Class Room,2
Standart,double twin ,Other,Grand,Other,Grand,,,Double Or Twin Grand Leisure Class,2
Standart,double twin ,Other,Grand,Other,Grand,,,Double Or Twin Grand Leisure Class Sharing Bedding,2
Standart,double twin ,Other,Grand,Other,Grand,,,Double Or Twin Grand Room,2
Standart,double ,Other,Grand,Other,Grand,,,Double Room King Bed - Grand,2
Standart,Other,Other,Grand premier ,Other,Grand premier ,,,2 Bedroom Grand Premier,2
Standart,double twin ,Other,Junior,Other,Junior,,,Double Or Twin Junior,2
Standart,Other,Other,Junior,Other,Junior,,,Junior,2
Standart,double ,Other,Junior,Other,Junior,,,Junior Double,2
Standart,double twin ,Other,Junior,Other,Junior,,,Junior Double Or Twin,2
Standart,double ,Other,Junior,Other,Junior,,,Junior Double Room,2
Standart,double ,Other,Junior,city ,Junior,,,"Junior Double Room, 1 Queen Bed, City View",2
Standart,double ,Other,Junior,city ,Junior,,,"Junior Double Room, City View",2
Standart,Other,Other,Junior,Other,Junior,,,Junior Room,2
Standart,Other,Other,Junior,city ,Junior,,,"Junior Room, City View",2
Standart,Other,Other,Junior,Other,Junior,,,"Junior Room, Corner",2
Standart,twin ,Other,Junior,city ,Junior,,,"Junior Twin Room, City View",2
pool ,Other,Other,Junior,Other,Junior,,,Pool Junior Room,2
Standart,Other,Other,Junior deluxe ,Other,Junior deluxe ,,,Junior Deluxe,2
Standart,double ,Other,Junior Suite,Other,Junior Suite,,,Double Tower Wing Juniorsuite,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Corner Suite,2
family ,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Family Suite With Bathtub,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - 1 King Bed,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Balcony,2
Standart,Other,Other,Junior Suite,city ,Junior Suite,,,Junior Suite - City View,2
club ,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Club,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Deluxe,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Executive,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Executive - Plus,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Gallery 1 King Bed,2
Standart,Other,Other,Junior Suite,Garden,Junior Suite,,,Junior Suite - Garden View,2
Standart,Other,Other,Junior Suite,Lake ,Junior Suite,,,Junior Suite - Lake View,2
Standart,Other,Other,Junior Suite,park,Junior Suite,,,Junior Suite - Park View,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Premier,2
Standart,Other,Other,Junior Suite,Other,Junior Suite,,,Junior Suite - Premium,2
Standart,Other,Other,Junior Suite,River,Junior Suite,,,Junior Suite - River View,2
Standart,Other,Other,Junior Suite,tower,Junior Suite,,,Junior Suite - Tower,2
